"PolyID","imd_rank","imd_national_decile","nation"
"E01021484",16396,5,"England"
"E01021485",4102,2,"England"
"E01021486",4376,2,"England"
"E01021487",15000,5,"England"
"E01021488",6041,2,"England"
"E01021489",15113,5,"England"
"E01021490",6118,2,"England"
"E01021491",15360,5,"England"
"E01021492",10843,4,"England"
"E01021493",16481,5,"England"
"E01021494",14379,5,"England"
"E01021495",11957,4,"England"
"E01021496",11642,4,"England"
"E01021497",14769,5,"England"
"E01021498",7790,3,"England"
"E01021499",16683,5,"England"
"E01021500",5876,2,"England"
"E01021501",12727,4,"England"
"E01021502",18375,6,"England"
"E01021503",9442,3,"England"
"E01021504",13256,4,"England"
"E01021505",18891,6,"England"
"E01021506",9608,3,"England"
"E01021507",2041,1,"England"
"E01021508",10353,4,"England"
"E01021509",20174,6,"England"
"E01021510",22778,7,"England"
"E01021511",27004,8,"England"
"E01021512",26230,8,"England"
"E01021513",24410,8,"England"
"E01021514",23124,7,"England"
"E01021515",21670,7,"England"
"E01021516",25780,8,"England"
"E01021517",28692,9,"England"
"E01021518",14160,5,"England"
"E01021519",29251,9,"England"
"E01021520",20321,7,"England"
"E01021521",22011,7,"England"
"E01021522",13333,4,"England"
"E01021523",26006,8,"England"
"E01021524",23540,7,"England"
"E01021525",16244,5,"England"
"E01021526",28909,9,"England"
"E01021527",26846,8,"England"
"E01021528",23676,8,"England"
"E01021529",9872,3,"England"
"E01021530",26089,8,"England"
"E01021531",23818,8,"England"
"E01021532",26350,8,"England"
"E01021533",22490,7,"England"
"E01021535",16057,5,"England"
"E01021536",12500,4,"England"
"E01021537",24190,8,"England"
"E01021538",19527,6,"England"
"E01021539",15270,5,"England"
"E01021540",16260,5,"England"
"E01021542",23267,7,"England"
"E01021543",30122,9,"England"
"E01021544",20725,7,"England"
"E01021545",31175,10,"England"
"E01021546",25800,8,"England"
"E01021547",28517,9,"England"
"E01021548",29877,9,"England"
"E01021550",18638,6,"England"
"E01021551",15854,5,"England"
"E01021552",25959,8,"England"
"E01021553",18112,6,"England"
"E01021554",8990,3,"England"
"E01021555",30071,9,"England"
"E01021556",29029,9,"England"
"E01021557",32426,10,"England"
"E01021558",30629,10,"England"
"E01021559",32314,10,"England"
"E01021560",30457,10,"England"
"E01021561",30517,10,"England"
"E01021562",18351,6,"England"
"E01021563",8036,3,"England"
"E01021564",29918,9,"England"
"E01021565",6061,2,"England"
"E01021566",29523,9,"England"
"E01021568",24894,8,"England"
"E01021569",30456,10,"England"
"E01021570",29064,9,"England"
"E01021571",24238,8,"England"
"E01021572",11468,4,"England"
"E01021573",20736,7,"England"
"E01021575",16398,5,"England"
"E01021576",4328,2,"England"
"E01021577",27947,9,"England"
"E01021578",22882,7,"England"
"E01021579",28397,9,"England"
"E01021580",33271,10,"England"
"E01021582",27485,9,"England"
"E01021583",26500,8,"England"
"E01021584",32395,10,"England"
"E01021585",32436,10,"England"
"E01021586",32638,10,"England"
"E01021587",32218,10,"England"
"E01021588",7145,3,"England"
"E01021589",20375,7,"England"
"E01021590",33306,10,"England"
"E01021591",32146,10,"England"
"E01021592",6856,3,"England"
"E01021593",27809,9,"England"
"E01021595",19052,6,"England"
"E01021596",5263,2,"England"
"E01021597",14548,5,"England"
"E01021598",9818,3,"England"
"E01021599",27953,9,"England"
"E01021600",33265,10,"England"
"E01021601",6365,2,"England"
"E01021602",13702,5,"England"
"E01021604",25451,8,"England"
"E01021605",29399,9,"England"
"E01021606",17283,6,"England"
"E01021607",21906,7,"England"
"E01021608",19405,6,"England"
"E01021609",30019,9,"England"
"E01021610",22762,7,"England"
"E01021611",28686,9,"England"
"E01021612",29184,9,"England"
"E01021613",18324,6,"England"
"E01021614",26373,8,"England"
"E01021615",26662,8,"England"
"E01021617",16523,5,"England"
"E01021618",30260,9,"England"
"E01021619",29840,9,"England"
"E01021620",23548,7,"England"
"E01021621",22231,7,"England"
"E01021622",31337,10,"England"
"E01021623",29916,9,"England"
"E01021624",33335,10,"England"
"E01021625",30452,10,"England"
"E01021626",32831,10,"England"
"E01021627",17897,6,"England"
"E01021628",24871,8,"England"
"E01021629",16031,5,"England"
"E01021631",8518,3,"England"
"E01021632",28256,9,"England"
"E01021633",30645,10,"England"
"E01021634",26120,8,"England"
"E01021635",19692,6,"England"
"E01021636",9832,3,"England"
"E01021637",12514,4,"England"
"E01021638",9781,3,"England"
"E01021639",11741,4,"England"
"E01021640",12669,4,"England"
"E01021641",10638,4,"England"
"E01021642",10806,4,"England"
"E01021643",26107,8,"England"
"E01021644",14266,5,"England"
"E01021645",28425,9,"England"
"E01021646",23870,8,"England"
"E01021647",19132,6,"England"
"E01021648",10833,4,"England"
"E01021650",15810,5,"England"
"E01021651",19402,6,"England"
"E01021652",29850,9,"England"
"E01021653",32212,10,"England"
"E01021655",22528,7,"England"
"E01021656",21826,7,"England"
"E01021657",21466,7,"England"
"E01021658",9266,3,"England"
"E01021659",20271,7,"England"
"E01021660",22396,7,"England"
"E01021661",24651,8,"England"
"E01021662",22699,7,"England"
"E01021663",17613,6,"England"
"E01021664",16981,6,"England"
"E01021665",3961,2,"England"
"E01021666",16218,5,"England"
"E01021667",5988,2,"England"
"E01021668",16998,6,"England"
"E01021669",8181,3,"England"
"E01021670",12411,4,"England"
"E01021671",26697,8,"England"
"E01021673",32154,10,"England"
"E01021674",10469,4,"England"
"E01021675",27240,9,"England"
"E01021676",27882,9,"England"
"E01021677",24408,8,"England"
"E01021678",13152,4,"England"
"E01021683",12142,4,"England"
"E01021684",15862,5,"England"
"E01021687",11528,4,"England"
"E01021688",19383,6,"England"
"E01021689",16431,5,"England"
"E01021690",27570,9,"England"
"E01021691",28108,9,"England"
"E01021692",31320,10,"England"
"E01021693",31381,10,"England"
"E01021694",17024,6,"England"
"E01021695",24032,8,"England"
"E01021696",955,1,"England"
"E01021697",5850,2,"England"
"E01021698",10607,4,"England"
"E01021699",3685,2,"England"
"E01021700",1335,1,"England"
"E01021702",17690,6,"England"
"E01021703",3666,2,"England"
"E01021704",9911,3,"England"
"E01021705",19104,6,"England"
"E01021706",12027,4,"England"
"E01021707",12619,4,"England"
"E01021708",24158,8,"England"
"E01021709",25932,8,"England"
"E01021710",29098,9,"England"
"E01021711",6452,2,"England"
"E01021713",8604,3,"England"
"E01021714",17660,6,"England"
"E01021715",16956,6,"England"
"E01021717",26492,8,"England"
"E01021718",20161,6,"England"
"E01021719",25199,8,"England"
"E01021720",14810,5,"England"
"E01021721",25926,8,"England"
"E01021722",23020,7,"England"
"E01021723",21510,7,"England"
"E01021724",23518,7,"England"
"E01021725",24552,8,"England"
"E01021726",7686,3,"England"
"E01021727",24773,8,"England"
"E01021728",31813,10,"England"
"E01021729",20152,6,"England"
"E01021730",21358,7,"England"
"E01021731",25238,8,"England"
"E01021732",13054,4,"England"
"E01021733",19146,6,"England"
"E01021734",27025,9,"England"
"E01021735",25093,8,"England"
"E01021736",29435,9,"England"
"E01021737",21025,7,"England"
"E01021738",28327,9,"England"
"E01021739",30547,10,"England"
"E01021740",23137,7,"England"
"E01021741",16491,5,"England"
"E01021742",19116,6,"England"
"E01021743",23046,7,"England"
"E01021744",25169,8,"England"
"E01021745",30658,10,"England"
"E01021746",30976,10,"England"
"E01021747",32175,10,"England"
"E01021748",28853,9,"England"
"E01021749",21366,7,"England"
"E01021750",28014,9,"England"
"E01021751",32334,10,"England"
"E01021752",26485,8,"England"
"E01021753",15723,5,"England"
"E01021754",31119,10,"England"
"E01021755",27574,9,"England"
"E01021756",29417,9,"England"
"E01021757",29963,9,"England"
"E01021758",17646,6,"England"
"E01021759",24179,8,"England"
"E01021760",27706,9,"England"
"E01021761",21630,7,"England"
"E01021762",17315,6,"England"
"E01021763",24689,8,"England"
"E01021764",7243,3,"England"
"E01021765",22240,7,"England"
"E01021766",27721,9,"England"
"E01021767",29520,9,"England"
"E01021768",18523,6,"England"
"E01021769",16475,5,"England"
"E01021770",16403,5,"England"
"E01021771",9043,3,"England"
"E01021772",22331,7,"England"
"E01021773",18492,6,"England"
"E01021774",15551,5,"England"
"E01021775",15142,5,"England"
"E01021776",10105,3,"England"
"E01021777",17533,6,"England"
"E01021778",20192,6,"England"
"E01021779",11983,4,"England"
"E01021780",33264,10,"England"
"E01021781",30289,9,"England"
"E01021782",30863,10,"England"
"E01021783",30243,9,"England"
"E01021784",30320,9,"England"
"E01021785",17022,6,"England"
"E01021786",30484,10,"England"
"E01021787",29674,9,"England"
"E01021788",29557,9,"England"
"E01021789",32442,10,"England"
"E01021790",17704,6,"England"
"E01021791",25762,8,"England"
"E01021792",23156,7,"England"
"E01021793",27796,9,"England"
"E01021794",15977,5,"England"
"E01021795",31275,10,"England"
"E01021796",14967,5,"England"
"E01021797",23210,7,"England"
"E01021798",25476,8,"England"
"E01021799",12864,4,"England"
"E01021800",12590,4,"England"
"E01021801",17917,6,"England"
"E01021802",14016,5,"England"
"E01021803",25906,8,"England"
"E01021804",28311,9,"England"
"E01021805",33422,10,"England"
"E01021806",10733,4,"England"
"E01021807",20167,6,"England"
"E01021808",10791,4,"England"
"E01021809",14554,5,"England"
"E01021810",18301,6,"England"
"E01021811",12051,4,"England"
"E01021812",11090,4,"England"
"E01021813",24942,8,"England"
"E01021814",17242,6,"England"
"E01021815",12629,4,"England"
"E01021816",7249,3,"England"
"E01021817",14633,5,"England"
"E01021818",10728,4,"England"
"E01021819",13913,5,"England"
"E01021820",13968,5,"England"
"E01021821",7851,3,"England"
"E01021822",15027,5,"England"
"E01021823",6730,2,"England"
"E01021824",29441,9,"England"
"E01021825",28629,9,"England"
"E01021826",29253,9,"England"
"E01021827",19270,6,"England"
"E01021828",29263,9,"England"
"E01021829",13055,4,"England"
"E01021830",26788,8,"England"
"E01021831",12831,4,"England"
"E01021832",19063,6,"England"
"E01021833",13531,5,"England"
"E01021834",10815,4,"England"
"E01021835",14153,5,"England"
"E01021836",8071,3,"England"
"E01021837",14213,5,"England"
"E01021838",16999,6,"England"
"E01021839",13963,5,"England"
"E01021840",8260,3,"England"
"E01021841",14104,5,"England"
"E01021842",10986,4,"England"
"E01021843",14823,5,"England"
"E01021844",11246,4,"England"
"E01021845",9117,3,"England"
"E01021846",5242,2,"England"
"E01021847",13538,5,"England"
"E01021848",8763,3,"England"
"E01021849",10758,4,"England"
"E01021850",9056,3,"England"
"E01021851",8463,3,"England"
"E01021852",11181,4,"England"
"E01021853",16399,5,"England"
"E01021854",16572,5,"England"
"E01021855",17961,6,"England"
"E01021856",19522,6,"England"
"E01021858",11339,4,"England"
"E01021859",7224,3,"England"
"E01021860",6872,3,"England"
"E01021861",14558,5,"England"
"E01021862",10921,4,"England"
"E01021863",11344,4,"England"
"E01021864",6893,3,"England"
"E01021865",11115,4,"England"
"E01021866",12398,4,"England"
"E01021867",25292,8,"England"
"E01021868",11893,4,"England"
"E01021869",15406,5,"England"
"E01021870",11938,4,"England"
"E01021871",6833,3,"England"
"E01021873",19939,6,"England"
"E01021874",13434,4,"England"
"E01021875",18010,6,"England"
"E01021878",25701,8,"England"
"E01021879",18339,6,"England"
"E01021880",14221,5,"England"
"E01021881",22771,7,"England"
"E01021882",22164,7,"England"
"E01021883",26757,8,"England"
"E01021884",18043,6,"England"
"E01021885",27145,9,"England"
"E01021886",25373,8,"England"
"E01021887",27371,9,"England"
"E01021888",9517,3,"England"
"E01021889",12211,4,"England"
"E01021890",12698,4,"England"
"E01021891",23639,8,"England"
"E01021892",9841,3,"England"
"E01021893",31711,10,"England"
"E01021894",14077,5,"England"
"E01021895",19947,6,"England"
"E01021896",26898,8,"England"
"E01021897",28593,9,"England"
"E01021898",20832,7,"England"
"E01021899",21319,7,"England"
"E01021900",16224,5,"England"
"E01021901",12541,4,"England"
"E01021902",24361,8,"England"
"E01021903",19418,6,"England"
"E01021904",17511,6,"England"
"E01021905",11189,4,"England"
"E01021906",14679,5,"England"
"E01021907",10117,3,"England"
"E01021908",17023,6,"England"
"E01021909",15068,5,"England"
"E01021910",12527,4,"England"
"E01021911",24034,8,"England"
"E01021912",28202,9,"England"
"E01021913",17881,6,"England"
"E01021914",24806,8,"England"
"E01021915",11561,4,"England"
"E01021916",18315,6,"England"
"E01021917",16450,5,"England"
"E01021918",31293,10,"England"
"E01021919",30634,10,"England"
"E01021920",19673,6,"England"
"E01021921",13797,5,"England"
"E01021922",11254,4,"England"
"E01021923",22203,7,"England"
"E01021924",22704,7,"England"
"E01021925",27959,9,"England"
"E01021926",28816,9,"England"
"E01021927",29826,9,"England"
"E01021928",22380,7,"England"
"E01021929",29956,9,"England"
"E01021930",19581,6,"England"
"E01021931",24936,8,"England"
"E01021932",23471,7,"England"
"E01021933",25528,8,"England"
"E01021934",30623,10,"England"
"E01021935",31197,10,"England"
"E01021936",26074,8,"England"
"E01021937",28552,9,"England"
"E01021938",30933,10,"England"
"E01021939",31809,10,"England"
"E01021940",30585,10,"England"
"E01021941",31564,10,"England"
"E01021942",12422,4,"England"
"E01021943",26078,8,"England"
"E01021944",27347,9,"England"
"E01021945",27185,9,"England"
"E01021946",31858,10,"England"
"E01021947",27348,9,"England"
"E01021948",27674,9,"England"
"E01021949",30366,9,"England"
"E01021950",22310,7,"England"
"E01021951",30173,9,"England"
"E01021952",23891,8,"England"
"E01021953",3132,1,"England"
"E01021954",17056,6,"England"
"E01021955",6720,2,"England"
"E01021956",11564,4,"England"
"E01021957",11819,4,"England"
"E01021958",31672,10,"England"
"E01021959",26346,8,"England"
"E01021960",32541,10,"England"
"E01021961",31928,10,"England"
"E01021962",12392,4,"England"
"E01021963",32312,10,"England"
"E01021964",28286,9,"England"
"E01021965",31798,10,"England"
"E01021966",21859,7,"England"
"E01021967",21499,7,"England"
"E01021968",1898,1,"England"
"E01021969",3799,2,"England"
"E01021970",355,1,"England"
"E01021971",26363,8,"England"
"E01021972",16603,5,"England"
"E01021973",21850,7,"England"
"E01021974",8488,3,"England"
"E01021975",6557,2,"England"
"E01021976",12309,4,"England"
"E01021977",6275,2,"England"
"E01021978",20605,7,"England"
"E01021979",12939,4,"England"
"E01021980",17654,6,"England"
"E01021981",18319,6,"England"
"E01021982",10889,4,"England"
"E01021983",20711,7,"England"
"E01021984",11715,4,"England"
"E01021985",19164,6,"England"
"E01021986",15902,5,"England"
"E01021987",19115,6,"England"
"E01021988",1,1,"England"
"E01021989",5952,2,"England"
"E01021990",948,1,"England"
"E01021991",12456,4,"England"
"E01021992",10941,4,"England"
"E01021993",17866,6,"England"
"E01021994",14230,5,"England"
"E01021995",20429,7,"England"
"E01021996",12035,4,"England"
"E01021997",759,1,"England"
"E01021998",2966,1,"England"
"E01021999",7977,3,"England"
"E01022000",14552,5,"England"
"E01022001",1709,1,"England"
"E01022002",13168,4,"England"
"E01022004",10483,4,"England"
"E01022005",21719,7,"England"
"E01022006",3289,1,"England"
"E01022007",4839,2,"England"
"E01022008",14507,5,"England"
"E01022009",14026,5,"England"
"E01022010",14830,5,"England"
"E01022011",10487,4,"England"
"E01022012",12239,4,"England"
"E01022013",28278,9,"England"
"E01022014",15697,5,"England"
"E01022015",24565,8,"England"
"E01022016",10036,3,"England"
"E01022017",13975,5,"England"
"E01022018",8432,3,"England"
"E01022019",14696,5,"England"
"E01022020",17777,6,"England"
"E01022021",11031,4,"England"
"E01022022",9931,3,"England"
"E01022023",4930,2,"England"
"E01022024",8477,3,"England"
"E01022025",11,1,"England"
"E01022026",176,1,"England"
"E01022027",1349,1,"England"
"E01022028",10292,4,"England"
"E01022030",670,1,"England"
"E01022031",29,1,"England"
"E01022032",1774,1,"England"
"E01022033",12532,4,"England"
"E01022034",12782,4,"England"
"E01022035",14731,5,"England"
"E01022036",11390,4,"England"
"E01022037",9126,3,"England"
"E01022038",6524,2,"England"
"E01022039",3508,2,"England"
"E01022040",9135,3,"England"
"E01022041",10606,4,"England"
"E01022042",866,1,"England"
"E01022043",1426,1,"England"
"E01022044",6002,2,"England"
"E01022045",924,1,"England"
"E01022046",3455,2,"England"
"E01022047",9942,3,"England"
"E01022048",13736,5,"England"
"E01022049",8045,3,"England"
"E01022050",10926,4,"England"
"E01022051",16397,5,"England"
"E01022052",18485,6,"England"
"E01022053",18744,6,"England"
"E01022054",5373,2,"England"
"E01022055",4573,2,"England"
"E01022056",2925,1,"England"
"E01022057",25186,8,"England"
"E01022058",20266,7,"England"
"E01022059",22593,7,"England"
"E01022060",24345,8,"England"
"E01022061",25916,8,"England"
"E01022062",28739,9,"England"
"E01022063",24763,8,"England"
"E01022064",27436,9,"England"
"E01022067",22301,7,"England"
"E01022068",26771,8,"England"
"E01022069",30208,9,"England"
"E01022070",27254,9,"England"
"E01022071",21231,7,"England"
"E01022072",27824,9,"England"
"E01022073",25249,8,"England"
"E01022074",26763,8,"England"
"E01022075",33309,10,"England"
"E01022076",25729,8,"England"
"E01022077",30656,10,"England"
"E01022078",17938,6,"England"
"E01022079",31063,10,"England"
"E01022080",29957,9,"England"
"E01022081",27520,9,"England"
"E01022082",29532,9,"England"
"E01022083",27780,9,"England"
"E01022084",30655,10,"England"
"E01022085",27587,9,"England"
"E01022086",19095,6,"England"
"E01022087",24681,8,"England"
"E01022088",22862,7,"England"
"E01022089",21469,7,"England"
"E01022092",21548,7,"England"
"E01022093",18824,6,"England"
"E01022094",28929,9,"England"
"E01022095",20261,7,"England"
"E01022096",18528,6,"England"
"E01022097",20633,7,"England"
"E01022098",20658,7,"England"
"E01022099",25162,8,"England"
"E01022100",30709,10,"England"
"E01022101",27971,9,"England"
"E01022102",15971,5,"England"
"E01022104",29597,9,"England"
"E01022105",33542,10,"England"
"E01022106",32614,10,"England"
"E01022107",31400,10,"England"
"E01022108",28637,9,"England"
"E01022109",33697,10,"England"
"E01022110",25573,8,"England"
"E01022111",31945,10,"England"
"E01022112",33545,10,"England"
"E01022113",33701,10,"England"
"E01022114",33493,10,"England"
"E01022115",32759,10,"England"
"E01022116",30401,10,"England"
"E01022117",16474,5,"England"
"E01022118",33524,10,"England"
"E01022119",31406,10,"England"
"E01022120",4983,2,"England"
"E01022121",7081,3,"England"
"E01022122",3715,2,"England"
"E01022123",27340,9,"England"
"E01022124",12935,4,"England"
"E01022125",31715,10,"England"
"E01022126",19869,6,"England"
"E01022127",22008,7,"England"
"E01022128",33705,10,"England"
"E01022129",32328,10,"England"
"E01022130",33041,10,"England"
"E01022131",7421,3,"England"
"E01022132",7909,3,"England"
"E01022133",6820,3,"England"
"E01022134",12329,4,"England"
"E01022135",32969,10,"England"
"E01022136",28746,9,"England"
"E01022137",28373,9,"England"
"E01022138",32834,10,"England"
"E01022139",29628,9,"England"
"E01022140",27613,9,"England"
"E01022141",21688,7,"England"
"E01022142",18604,6,"England"
"E01022143",32659,10,"England"
"E01022144",30729,10,"England"
"E01022145",33181,10,"England"
"E01022146",33443,10,"England"
"E01022147",1561,1,"England"
"E01022148",21322,7,"England"
"E01022149",11842,4,"England"
"E01022150",14432,5,"England"
"E01022151",14141,5,"England"
"E01022152",2298,1,"England"
"E01022153",8485,3,"England"
"E01022154",15096,5,"England"
"E01022155",25621,8,"England"
"E01022156",16503,5,"England"
"E01022157",7731,3,"England"
"E01022159",12799,4,"England"
"E01022160",9462,3,"England"
"E01022161",19907,6,"England"
"E01022162",21078,7,"England"
"E01022163",24881,8,"England"
"E01022164",6141,2,"England"
"E01022165",27703,9,"England"
"E01022166",30153,9,"England"
"E01022167",33368,10,"England"
"E01022168",32493,10,"England"
"E01022169",24114,8,"England"
"E01022170",33435,10,"England"
"E01022171",33570,10,"England"
"E01022172",32806,10,"England"
"E01022173",13254,4,"England"
"E01022174",31639,10,"England"
"E01022175",17737,6,"England"
"E01022176",19482,6,"England"
"E01022177",22927,7,"England"
"E01022178",19304,6,"England"
"E01022179",21549,7,"England"
"E01022181",27130,9,"England"
"E01022182",21464,7,"England"
"E01022183",25082,8,"England"
"E01022184",23668,8,"England"
"E01022185",22661,7,"England"
"E01022186",17235,6,"England"
"E01022187",19257,6,"England"
"E01022188",16678,5,"England"
"E01022189",32329,10,"England"
"E01022190",23307,7,"England"
"E01022191",27589,9,"England"
"E01022192",13305,4,"England"
"E01022193",33581,10,"England"
"E01022194",19880,6,"England"
"E01022195",29712,9,"England"
"E01022196",30669,10,"England"
"E01022197",31892,10,"England"
"E01022198",21079,7,"England"
"E01022199",25631,8,"England"
"E01022200",8431,3,"England"
"E01022201",17302,6,"England"
"E01022202",26304,8,"England"
"E01022203",29371,9,"England"
"E01022204",24972,8,"England"
"E01022205",19157,6,"England"
"E01022207",21026,7,"England"
"E01022208",31541,10,"England"
"E01022209",23885,8,"England"
"E01022210",16606,5,"England"
"E01022211",21927,7,"England"
"E01022213",19333,6,"England"
"E01022215",16067,5,"England"
"E01022216",19625,6,"England"
"E01022217",26110,8,"England"
"E01022218",12701,4,"England"
"E01022219",31032,10,"England"
"E01022220",26774,8,"England"
"E01022221",21229,7,"England"
"E01022222",19628,6,"England"
"E01022224",24432,8,"England"
"E01022225",24357,8,"England"
"E01022226",16406,5,"England"
"E01022227",16283,5,"England"
"E01022228",8625,3,"England"
"E01022229",20570,7,"England"
"E01022230",19137,6,"England"
"E01022231",11158,4,"England"
"E01022232",18366,6,"England"
"E01022233",12187,4,"England"
"E01022234",20611,7,"England"
"E01022235",19650,6,"England"
"E01022236",15746,5,"England"
"E01022237",7681,3,"England"
"E01022238",5068,2,"England"
"E01022239",19772,6,"England"
"E01022240",11335,4,"England"
"E01022241",11950,4,"England"
"E01022242",13928,5,"England"
"E01022243",12289,4,"England"
"E01022244",15527,5,"England"
"E01022245",8481,3,"England"
"E01022246",26803,8,"England"
"E01022247",21156,7,"England"
"E01022248",18491,6,"England"
"E01022249",18186,6,"England"
"E01022250",13408,4,"England"
"E01022251",8313,3,"England"
"E01022252",19481,6,"England"
"E01022253",14206,5,"England"
"E01022254",7466,3,"England"
"E01022255",24311,8,"England"
"E01022256",8079,3,"England"
"E01022257",26576,8,"England"
"E01022258",14307,5,"England"
"E01022259",23890,8,"England"
"E01022260",11985,4,"England"
"E01022261",15431,5,"England"
"E01022262",15646,5,"England"
"E01022263",18357,6,"England"
"E01022264",18101,6,"England"
"E01022265",14090,5,"England"
"E01022266",15227,5,"England"
"E01022267",21781,7,"England"
"E01022268",13175,4,"England"
"E01022269",15397,5,"England"
"E01022270",17158,6,"England"
"E01022271",18114,6,"England"
"E01022272",13492,4,"England"
"E01022273",20389,7,"England"
"E01022274",21171,7,"England"
"E01022275",30087,9,"England"
"E01022276",30798,10,"England"
"E01022277",26524,8,"England"
"E01022278",29944,9,"England"
"E01022279",28736,9,"England"
"E01022280",26539,8,"England"
"E01022281",31889,10,"England"
"E01022282",32332,10,"England"
"E01022283",31544,10,"England"
"E01022284",6451,2,"England"
"E01022285",6422,2,"England"
"E01022286",11094,4,"England"
"E01022287",24718,8,"England"
"E01022288",5591,2,"England"
"E01022289",2814,1,"England"
"E01022290",5288,2,"England"
"E01022291",2608,1,"England"
"E01022292",4628,2,"England"
"E01022293",6152,2,"England"
"E01022294",5306,2,"England"
"E01022295",31540,10,"England"
"E01022296",18188,6,"England"
"E01022297",33195,10,"England"
"E01022298",26091,8,"England"
"E01022299",23702,8,"England"
"E01022300",25664,8,"England"
"E01022301",11012,4,"England"
"E01022302",20056,6,"England"
"E01022303",19883,6,"England"
"E01022304",30767,10,"England"
"E01022305",31261,10,"England"
"E01022306",32478,10,"England"
"E01022307",32626,10,"England"
"E01022308",31500,10,"England"
"E01022309",14453,5,"England"
"E01022310",12800,4,"England"
"E01022311",2113,1,"England"
"E01022312",15628,5,"England"
"E01022313",30444,10,"England"
"E01022314",29811,9,"England"
"E01022315",31827,10,"England"
"E01022316",31687,10,"England"
"E01022317",31732,10,"England"
"E01022318",33387,10,"England"
"E01022319",344,1,"England"
"E01022320",7842,3,"England"
"E01022321",11706,4,"England"
"E01022322",4432,2,"England"
"E01022323",3836,2,"England"
"E01022324",5187,2,"England"
"E01022325",15850,5,"England"
"E01022326",12353,4,"England"
"E01022327",15067,5,"England"
"E01022328",6521,2,"England"
"E01022329",2963,1,"England"
"E01022330",15588,5,"England"
"E01022331",13543,5,"England"
"E01022332",3634,2,"England"
"E01022333",1003,1,"England"
"E01022334",20224,6,"England"
"E01022335",22313,7,"England"
"E01022336",26419,8,"England"
"E01022338",16506,5,"England"
"E01022339",32241,10,"England"
"E01022340",26371,8,"England"
"E01022341",19875,6,"England"
"E01022342",30347,9,"England"
"E01022343",16567,5,"England"
"E01022344",15695,5,"England"
"E01022345",19540,6,"England"
"E01022346",2551,1,"England"
"E01022350",30521,10,"England"
"E01022351",17041,6,"England"
"E01022352",24396,8,"England"
"E01022353",21628,7,"England"
"E01022354",25134,8,"England"
"E01022355",24095,8,"England"
"E01022356",23334,7,"England"
"E01022357",23362,7,"England"
"E01022358",13759,5,"England"
"E01022359",30191,9,"England"
"E01022360",30739,10,"England"
"E01022361",15415,5,"England"
"E01022362",25586,8,"England"
"E01022363",26466,8,"England"
"E01022364",8041,3,"England"
"E01022366",31011,10,"England"
"E01022367",29548,9,"England"
"E01022368",31606,10,"England"
"E01022369",26633,8,"England"
"E01022370",23461,7,"England"
"E01022371",27046,9,"England"
"E01022372",29845,9,"England"
"E01022373",19038,6,"England"
"E01022374",14641,5,"England"
"E01022375",6939,3,"England"
"E01022376",22647,7,"England"
"E01022377",18425,6,"England"
"E01022378",29174,9,"England"
"E01022379",18545,6,"England"
"E01022381",27097,9,"England"
"E01022382",30674,10,"England"
"E01022383",13977,5,"England"
"E01022384",23250,7,"England"
"E01022385",22226,7,"England"
"E01022386",25840,8,"England"
"E01022387",22086,7,"England"
"E01022388",17762,6,"England"
"E01022389",27952,9,"England"
"E01022390",22674,7,"England"
"E01022391",25192,8,"England"
"E01022392",19167,6,"England"
"E01022393",30250,9,"England"
"E01022394",23360,7,"England"
"E01022395",30075,9,"England"
"E01022396",23408,7,"England"
"E01022397",19160,6,"England"
"E01022398",21633,7,"England"
"E01022399",7651,3,"England"
"E01022400",24085,8,"England"
"E01022401",18826,6,"England"
"E01022402",19141,6,"England"
"E01022403",7517,3,"England"
"E01022404",22896,7,"England"
"E01022405",17303,6,"England"
"E01022406",26919,8,"England"
"E01022407",22204,7,"England"
"E01022408",27799,9,"England"
"E01022409",23145,7,"England"
"E01022410",18831,6,"England"
"E01022411",21589,7,"England"
"E01022413",21266,7,"England"
"E01022414",16120,5,"England"
"E01022415",27670,9,"England"
"E01022416",17894,6,"England"
"E01022417",30780,10,"England"
"E01022418",25306,8,"England"
"E01022421",12950,4,"England"
"E01022423",22266,7,"England"
"E01022424",11196,4,"England"
"E01022425",31993,10,"England"
"E01022426",33212,10,"England"
"E01022427",31643,10,"England"
"E01022428",9222,3,"England"
"E01022429",31015,10,"England"
"E01022430",31905,10,"England"
"E01022431",32592,10,"England"
"E01022432",31324,10,"England"
"E01022433",33225,10,"England"
"E01022434",31375,10,"England"
"E01022437",26756,8,"England"
"E01022438",33508,10,"England"
"E01022439",28084,9,"England"
"E01022440",16784,5,"England"
"E01022441",21749,7,"England"
"E01022442",21284,7,"England"
"E01022443",28804,9,"England"
"E01022444",19523,6,"England"
"E01022445",16460,5,"England"
"E01022447",28994,9,"England"
"E01022448",22634,7,"England"
"E01022449",21454,7,"England"
"E01022450",12823,4,"England"
"E01022451",24708,8,"England"
"E01022452",25914,8,"England"
"E01022453",29516,9,"England"
"E01022454",23104,7,"England"
"E01022455",31865,10,"England"
"E01022456",30403,10,"England"
"E01022457",7179,3,"England"
"E01022458",3337,1,"England"
"E01022459",10594,4,"England"
"E01022460",23921,8,"England"
"E01022461",32572,10,"England"
"E01022462",22280,7,"England"
"E01022463",22920,7,"England"
"E01022464",17111,6,"England"
"E01022465",28713,9,"England"
"E01022466",28721,9,"England"
"E01022467",31745,10,"England"
