"PolyID","imd_rank","imd_national_decile","nation"
"E01007448",7791,3,"England"
"E01007449",7313,3,"England"
"E01007450",3065,1,"England"
"E01007451",5869,2,"England"
"E01007452",15195,5,"England"
"E01007453",1143,1,"England"
"E01007455",18483,6,"England"
"E01007456",19879,6,"England"
"E01007457",8157,3,"England"
"E01007458",6397,2,"England"
"E01007459",13803,5,"England"
"E01007460",12786,4,"England"
"E01007461",4185,2,"England"
"E01007462",2585,1,"England"
"E01007463",481,1,"England"
"E01007464",5155,2,"England"
"E01007465",9394,3,"England"
"E01007466",2322,1,"England"
"E01007467",4537,2,"England"
"E01007468",20453,7,"England"
"E01007469",11147,4,"England"
"E01007470",6330,2,"England"
"E01007471",22681,7,"England"
"E01007472",1080,1,"England"
"E01007473",4075,2,"England"
"E01007474",874,1,"England"
"E01007475",27961,9,"England"
"E01007476",16151,5,"England"
"E01007477",22180,7,"England"
"E01007478",11133,4,"England"
"E01007479",9665,3,"England"
"E01007480",6572,2,"England"
"E01007482",4246,2,"England"
"E01007483",20984,7,"England"
"E01007484",12728,4,"England"
"E01007485",27699,9,"England"
"E01007486",14209,5,"England"
"E01007487",7404,3,"England"
"E01007488",9396,3,"England"
"E01007489",10724,4,"England"
"E01007490",9355,3,"England"
"E01007491",1817,1,"England"
"E01007492",793,1,"England"
"E01007493",21066,7,"England"
"E01007494",8795,3,"England"
"E01007495",3800,2,"England"
"E01007496",1279,1,"England"
"E01007497",5324,2,"England"
"E01007498",3927,2,"England"
"E01007499",1097,1,"England"
"E01007500",2519,1,"England"
"E01007501",20561,7,"England"
"E01007503",23889,8,"England"
"E01007504",7065,3,"England"
"E01007505",12898,4,"England"
"E01007506",5130,2,"England"
"E01007507",915,1,"England"
"E01007508",808,1,"England"
"E01007509",1578,1,"England"
"E01007510",7331,3,"England"
"E01007511",637,1,"England"
"E01007512",18653,6,"England"
"E01007513",12512,4,"England"
"E01007514",5342,2,"England"
"E01007515",8868,3,"England"
"E01007516",20654,7,"England"
"E01007517",3557,2,"England"
"E01007518",18302,6,"England"
"E01007519",11634,4,"England"
"E01007520",28369,9,"England"
"E01007521",23917,8,"England"
"E01007522",3604,2,"England"
"E01007523",24728,8,"England"
"E01007524",27325,9,"England"
"E01007525",6732,2,"England"
"E01007526",26342,8,"England"
"E01007528",8077,3,"England"
"E01007529",203,1,"England"
"E01007530",2681,1,"England"
"E01007531",156,1,"England"
"E01007532",17,1,"England"
"E01007533",4155,2,"England"
"E01007534",1966,1,"England"
"E01007535",2228,1,"England"
"E01007536",9398,3,"England"
"E01007537",9980,3,"England"
"E01007538",7549,3,"England"
"E01007539",3244,1,"England"
"E01007540",11068,4,"England"
"E01007541",5863,2,"England"
"E01007542",2159,1,"England"
"E01007543",912,1,"England"
"E01007544",62,1,"England"
"E01007545",8942,3,"England"
"E01007546",5749,2,"England"
"E01007547",1601,1,"England"
"E01007548",8926,3,"England"
"E01007549",3542,2,"England"
"E01007550",7286,3,"England"
"E01007551",21457,7,"England"
"E01007552",21582,7,"England"
"E01007553",19656,6,"England"
"E01007554",18242,6,"England"
"E01007555",2666,1,"England"
"E01007556",3126,1,"England"
"E01007557",14145,5,"England"
"E01007558",17618,6,"England"
"E01007559",10282,4,"England"
"E01007560",17975,6,"England"
"E01007561",25720,8,"England"
"E01007562",12308,4,"England"
"E01007563",2704,1,"England"
"E01007564",4728,2,"England"
"E01007565",23247,7,"England"
"E01007566",1501,1,"England"
"E01007567",12750,4,"England"
"E01007568",2495,1,"England"
"E01007569",7468,3,"England"
"E01007570",21240,7,"England"
"E01007571",7882,3,"England"
"E01007572",9057,3,"England"
"E01007573",1008,1,"England"
"E01007574",1622,1,"England"
"E01007575",437,1,"England"
"E01007576",7816,3,"England"
"E01007577",373,1,"England"
"E01007578",3902,2,"England"
"E01007579",10720,4,"England"
"E01007580",11055,4,"England"
"E01007581",29044,9,"England"
"E01007582",22928,7,"England"
"E01007583",16826,5,"England"
"E01007584",14865,5,"England"
"E01007585",21506,7,"England"
"E01007586",18875,6,"England"
"E01007587",7988,3,"England"
"E01007588",16293,5,"England"
"E01007589",24534,8,"England"
"E01007590",5782,2,"England"
"E01007591",9775,3,"England"
"E01007592",2889,1,"England"
"E01007593",11382,4,"England"
"E01007594",25728,8,"England"
"E01007595",6064,2,"England"
"E01007596",26597,8,"England"
"E01007597",1980,1,"England"
"E01007598",19244,6,"England"
"E01007599",22109,7,"England"
"E01007600",27309,9,"England"
"E01007601",26195,8,"England"
"E01007602",26733,8,"England"
"E01007603",25687,8,"England"
"E01007604",24851,8,"England"
"E01007605",27383,9,"England"
"E01007606",29224,9,"England"
"E01007607",9186,3,"England"
"E01007609",13053,4,"England"
"E01007610",27794,9,"England"
"E01007611",15702,5,"England"
"E01007612",25716,8,"England"
"E01007613",17861,6,"England"
"E01007614",23367,7,"England"
"E01007615",21155,7,"England"
"E01007616",24613,8,"England"
"E01007617",30727,10,"England"
"E01007618",21399,7,"England"
"E01007619",32163,10,"England"
"E01007620",22558,7,"England"
"E01007621",20401,7,"England"
"E01007622",25466,8,"England"
"E01007623",9137,3,"England"
"E01007624",28499,9,"England"
"E01007625",14115,5,"England"
"E01007626",2062,1,"England"
"E01007627",1735,1,"England"
"E01007628",694,1,"England"
"E01007629",213,1,"England"
"E01007630",16187,5,"England"
"E01007631",29364,9,"England"
"E01007632",6780,3,"England"
"E01007633",3088,1,"England"
"E01007634",2736,1,"England"
"E01007635",5541,2,"England"
"E01007636",4251,2,"England"
"E01007637",9385,3,"England"
"E01007638",5355,2,"England"
"E01007639",6853,3,"England"
"E01007640",17701,6,"England"
"E01007641",12775,4,"England"
"E01007642",4569,2,"England"
"E01007643",1276,1,"England"
"E01007644",15204,5,"England"
"E01007646",11283,4,"England"
"E01007647",11609,4,"England"
"E01007649",14894,5,"England"
"E01007650",12634,4,"England"
"E01007651",5315,2,"England"
"E01007652",3818,2,"England"
"E01007653",13404,4,"England"
"E01007654",5718,2,"England"
"E01007655",1306,1,"England"
"E01007656",4842,2,"England"
"E01007657",24811,8,"England"
"E01007658",22201,7,"England"
"E01007659",22949,7,"England"
"E01007660",23231,7,"England"
"E01007661",26906,8,"England"
"E01007662",1941,1,"England"
"E01007663",27857,9,"England"
"E01007664",22072,7,"England"
"E01007666",19487,6,"England"
"E01007667",9817,3,"England"
"E01007668",243,1,"England"
"E01007669",18667,6,"England"
"E01007670",26979,8,"England"
"E01007671",23513,7,"England"
"E01007672",28932,9,"England"
"E01007673",6905,3,"England"
"E01007674",29734,9,"England"
"E01007675",8891,3,"England"
"E01007676",7788,3,"England"
"E01007677",434,1,"England"
"E01007678",28584,9,"England"
"E01007679",6858,3,"England"
"E01007680",3652,2,"England"
"E01007681",20137,6,"England"
"E01007682",17154,6,"England"
"E01007683",20931,7,"England"
"E01007684",18790,6,"England"
"E01007685",24025,8,"England"
"E01007686",25612,8,"England"
"E01007687",20033,6,"England"
"E01007688",23453,7,"England"
"E01007689",22034,7,"England"
"E01007690",31825,10,"England"
"E01007691",24329,8,"England"
"E01007692",22293,7,"England"
"E01007694",5962,2,"England"
"E01007695",19797,6,"England"
"E01007696",13999,5,"England"
"E01007697",3880,2,"England"
"E01007698",17165,6,"England"
"E01007699",13754,5,"England"
"E01007700",21913,7,"England"
"E01007701",3952,2,"England"
"E01007702",7969,3,"England"
"E01007703",22294,7,"England"
"E01007704",15804,5,"England"
"E01007705",25415,8,"England"
"E01007706",15052,5,"England"
"E01007707",18454,6,"England"
"E01007708",3194,1,"England"
"E01007709",30807,10,"England"
"E01007710",30705,10,"England"
"E01007711",24840,8,"England"
"E01007712",21605,7,"England"
"E01007713",28902,9,"England"
"E01007714",154,1,"England"
"E01007715",15,1,"England"
"E01007716",274,1,"England"
"E01007717",4385,2,"England"
"E01007718",2193,1,"England"
"E01007719",412,1,"England"
"E01007720",7874,3,"England"
"E01007721",1657,1,"England"
"E01007723",2529,1,"England"
"E01007724",24501,8,"England"
"E01007725",20085,6,"England"
"E01007726",2376,1,"England"
"E01007727",1171,1,"England"
"E01007728",14996,5,"England"
"E01007729",938,1,"England"
"E01007730",2345,1,"England"
"E01007731",9939,3,"England"
"E01007732",1749,1,"England"
"E01007733",4211,2,"England"
"E01007734",1261,1,"England"
"E01007735",547,1,"England"
"E01007736",349,1,"England"
"E01007737",229,1,"England"
"E01007738",684,1,"England"
"E01007739",407,1,"England"
"E01007740",6775,3,"England"
"E01007741",24473,8,"England"
"E01007742",12361,4,"England"
"E01007743",26069,8,"England"
"E01007744",8981,3,"England"
"E01007745",6180,2,"England"
"E01007746",12742,4,"England"
"E01007747",7267,3,"England"
"E01007748",17137,6,"England"
"E01007749",25126,8,"England"
"E01007750",19791,6,"England"
"E01007751",15861,5,"England"
"E01007752",28148,9,"England"
"E01007753",14928,5,"England"
"E01007754",24530,8,"England"
"E01007755",20685,7,"England"
"E01007756",26201,8,"England"
"E01007757",13233,4,"England"
"E01007758",7704,3,"England"
"E01007759",4456,2,"England"
"E01007760",632,1,"England"
"E01007761",8219,3,"England"
"E01007762",12317,4,"England"
"E01007763",1748,1,"England"
"E01007764",466,1,"England"
"E01007765",6785,3,"England"
"E01007766",2536,1,"England"
"E01007767",3497,2,"England"
"E01007768",389,1,"England"
"E01007769",10,1,"England"
"E01007770",3773,2,"England"
"E01007771",15117,5,"England"
"E01007772",4477,2,"England"
"E01007773",5496,2,"England"
"E01007774",7767,3,"England"
"E01007775",405,1,"England"
"E01007776",5648,2,"England"
"E01007777",12621,4,"England"
"E01007778",19483,6,"England"
"E01007779",9898,3,"England"
"E01007780",13933,5,"England"
"E01007781",7922,3,"England"
"E01007782",5099,2,"England"
"E01007783",3402,2,"England"
"E01007784",3883,2,"England"
"E01007785",14415,5,"England"
"E01007786",20502,7,"England"
"E01007788",12340,4,"England"
"E01007789",5533,2,"England"
"E01007790",311,1,"England"
"E01007791",2136,1,"England"
"E01007792",28597,9,"England"
"E01007793",8605,3,"England"
"E01007794",3025,1,"England"
"E01007795",21948,7,"England"
"E01007796",1996,1,"England"
"E01007797",10688,4,"England"
"E01007798",25741,8,"England"
"E01007799",8126,3,"England"
"E01007800",6382,2,"England"
"E01007801",24004,8,"England"
"E01007802",24181,8,"England"
"E01007803",15952,5,"England"
"E01007804",2782,1,"England"
"E01007805",4127,2,"England"
"E01007806",4902,2,"England"
"E01007807",9843,3,"England"
"E01007808",30221,9,"England"
"E01007809",1244,1,"England"
"E01007810",13443,4,"England"
"E01007811",25500,8,"England"
"E01007812",5053,2,"England"
"E01007815",3754,2,"England"
"E01007816",10133,4,"England"
"E01007817",8314,3,"England"
"E01007818",22501,7,"England"
"E01007819",14978,5,"England"
"E01007820",8389,3,"England"
"E01007821",9851,3,"England"
"E01007822",1891,1,"England"
"E01007823",12427,4,"England"
"E01007824",32673,10,"England"
"E01007825",31121,10,"England"
"E01007826",32832,10,"England"
"E01007827",25050,8,"England"
"E01007828",18593,6,"England"
"E01007829",23243,7,"England"
"E01007830",19297,6,"England"
"E01007831",20525,7,"England"
"E01007832",24719,8,"England"
"E01007833",22416,7,"England"
"E01007834",22924,7,"England"
"E01007835",19950,6,"England"
"E01007836",22817,7,"England"
"E01007838",17581,6,"England"
"E01007839",26059,8,"England"
"E01007841",28277,9,"England"
"E01007842",12148,4,"England"
"E01007843",6256,2,"England"
"E01007846",26076,8,"England"
"E01007847",4951,2,"England"
"E01007848",1911,1,"England"
"E01007849",5245,2,"England"
"E01007850",13912,5,"England"
"E01007851",2377,1,"England"
"E01007852",9019,3,"England"
"E01007853",19845,6,"England"
"E01007854",5665,2,"England"
"E01007855",2661,1,"England"
"E01007856",3331,1,"England"
"E01007857",4357,2,"England"
"E01007858",28851,9,"England"
"E01007861",32653,10,"England"
"E01007862",32399,10,"England"
"E01007863",28558,9,"England"
"E01007864",20062,6,"England"
"E01007865",26430,8,"England"
"E01007866",27685,9,"England"
"E01007867",22288,7,"England"
"E01007868",30103,9,"England"
"E01007869",2471,1,"England"
"E01007870",1940,1,"England"
"E01007871",3984,2,"England"
"E01007872",4897,2,"England"
"E01007873",2006,1,"England"
"E01007874",1452,1,"England"
"E01007875",415,1,"England"
"E01007878",2454,1,"England"
"E01007879",6838,3,"England"
"E01007881",4706,2,"England"
"E01007882",12407,4,"England"
"E01007883",1126,1,"England"
"E01007885",1108,1,"England"
"E01007886",967,1,"England"
"E01007887",20007,6,"England"
"E01007888",27172,9,"England"
"E01007889",28894,9,"England"
"E01007890",30474,10,"England"
"E01007891",29496,9,"England"
"E01007892",1046,1,"England"
"E01007893",29703,9,"England"
"E01007894",15826,5,"England"
"E01007895",7619,3,"England"
"E01007896",32237,10,"England"
"E01007897",29071,9,"England"
"E01007898",26665,8,"England"
"E01007899",26381,8,"England"
"E01007900",7629,3,"England"
"E01007901",2223,1,"England"
"E01007902",592,1,"England"
"E01007903",5277,2,"England"
"E01007904",417,1,"England"
"E01007905",1581,1,"England"
"E01007906",2613,1,"England"
"E01007907",6328,2,"England"
"E01007908",17191,6,"England"
"E01007909",16594,5,"England"
"E01007910",6643,2,"England"
"E01007911",27542,9,"England"
"E01007912",16887,6,"England"
"E01007913",551,1,"England"
"E01007914",1259,1,"England"
"E01007915",32440,10,"England"
"E01007916",1339,1,"England"
"E01007917",15303,5,"England"
"E01007918",23213,7,"England"
"E01007919",847,1,"England"
"E01007920",32994,10,"England"
"E01007921",29095,9,"England"
"E01007922",32476,10,"England"
"E01007923",27241,9,"England"
"E01007924",15708,5,"England"
"E01007925",25576,8,"England"
"E01007926",31493,10,"England"
"E01007927",33229,10,"England"
"E01007928",33183,10,"England"
"E01007929",32053,10,"England"
"E01007930",33619,10,"England"
"E01007931",33475,10,"England"
"E01007932",32381,10,"England"
"E01007933",32894,10,"England"
"E01007934",32018,10,"England"
"E01007935",23722,8,"England"
"E01007936",26690,8,"England"
"E01007937",32294,10,"England"
"E01007938",33470,10,"England"
"E01007939",32508,10,"England"
"E01007940",104,1,"England"
"E01007941",4575,2,"England"
"E01007942",960,1,"England"
"E01007943",950,1,"England"
"E01007945",1471,1,"England"
"E01007946",1751,1,"England"
"E01007947",178,1,"England"
"E01007948",949,1,"England"
"E01007949",77,1,"England"
"E01007950",3717,2,"England"
"E01007951",27257,9,"England"
"E01007952",33438,10,"England"
"E01007953",16021,5,"England"
"E01007954",33375,10,"England"
"E01007955",32802,10,"England"
"E01007956",30189,9,"England"
"E01007957",33081,10,"England"
"E01007958",33009,10,"England"
"E01007959",33411,10,"England"
"E01007960",28324,9,"England"
"E01007961",33156,10,"England"
"E01007962",17148,6,"England"
"E01007963",7238,3,"England"
"E01007964",6865,3,"England"
"E01007965",3958,2,"England"
"E01007966",11978,4,"England"
"E01007967",6233,2,"England"
"E01007968",3638,2,"England"
"E01007969",10422,4,"England"
"E01007970",73,1,"England"
"E01007971",8703,3,"England"
"E01007972",23902,8,"England"
"E01007973",22245,7,"England"
"E01007974",21993,7,"England"
"E01007975",5656,2,"England"
"E01007976",8070,3,"England"
"E01007977",991,1,"England"
"E01007978",13806,5,"England"
"E01007979",245,1,"England"
"E01007980",16656,5,"England"
"E01007981",16846,5,"England"
"E01007982",4146,2,"England"
"E01007983",20505,7,"England"
"E01007984",32345,10,"England"
"E01007985",23768,8,"England"
"E01007986",19384,6,"England"
"E01007987",23117,7,"England"
"E01007988",28691,9,"England"
"E01007989",20845,7,"England"
"E01007990",17597,6,"England"
"E01007991",7659,3,"England"
"E01007992",21452,7,"England"
"E01007993",11441,4,"England"
"E01007994",24578,8,"England"
"E01007995",15279,5,"England"
"E01007996",19094,6,"England"
"E01007997",27896,9,"England"
"E01007998",3373,1,"England"
"E01007999",24176,8,"England"
"E01008000",14686,5,"England"
"E01008001",8613,3,"England"
"E01008002",23464,7,"England"
"E01008003",19592,6,"England"
"E01008004",9471,3,"England"
"E01008005",16884,6,"England"
"E01008006",19685,6,"England"
"E01008007",1151,1,"England"
"E01008008",4217,2,"England"
"E01008009",934,1,"England"
"E01008010",5081,2,"England"
"E01008011",1316,1,"England"
"E01008012",3248,1,"England"
"E01008013",6458,2,"England"
"E01008014",4474,2,"England"
"E01008015",1806,1,"England"
"E01008016",5576,2,"England"
"E01008017",698,1,"England"
"E01008018",2238,1,"England"
"E01008019",10491,4,"England"
"E01008020",19307,6,"England"
"E01008021",31394,10,"England"
"E01008022",433,1,"England"
"E01008023",30399,10,"England"
"E01008024",17287,6,"England"
"E01008025",22233,7,"England"
"E01008027",7834,3,"England"
"E01008028",10157,4,"England"
"E01008029",6140,2,"England"
"E01008030",17548,6,"England"
"E01008031",14394,5,"England"
"E01008032",7565,3,"England"
"E01008033",17888,6,"England"
"E01008034",11976,4,"England"
"E01008035",31319,10,"England"
"E01008036",30037,9,"England"
"E01008037",3728,2,"England"
"E01008038",30400,10,"England"
"E01008039",25713,8,"England"
"E01008040",18138,6,"England"
"E01008041",29562,9,"England"
"E01008042",13546,5,"England"
"E01008043",30491,10,"England"
"E01008044",30383,10,"England"
"E01008045",15076,5,"England"
"E01008046",12592,4,"England"
"E01008047",22671,7,"England"
"E01008048",25881,8,"England"
"E01008049",23712,8,"England"
"E01008050",20332,7,"England"
"E01008051",12212,4,"England"
"E01008052",19170,6,"England"
"E01008053",3769,2,"England"
"E01008054",3549,2,"England"
"E01008055",2400,1,"England"
"E01008056",7147,3,"England"
"E01008057",4090,2,"England"
"E01008058",18810,6,"England"
"E01008059",3563,2,"England"
"E01008060",2699,1,"England"
"E01008061",3788,2,"England"
"E01008062",893,1,"England"
"E01008063",6762,3,"England"
"E01008064",24136,8,"England"
"E01008065",1535,1,"England"
"E01008066",20942,7,"England"
"E01008067",14481,5,"England"
"E01008068",6431,2,"England"
"E01008069",23956,8,"England"
"E01008072",5400,2,"England"
"E01008073",11907,4,"England"
"E01008074",24587,8,"England"
"E01008075",936,1,"England"
"E01008076",842,1,"England"
"E01008077",4365,2,"England"
"E01008078",22525,7,"England"
"E01008079",25286,8,"England"
"E01008080",15448,5,"England"
"E01008081",1558,1,"England"
"E01008082",1343,1,"England"
"E01008083",767,1,"England"
"E01008084",297,1,"England"
"E01008085",2174,1,"England"
"E01008086",3290,1,"England"
"E01008087",18874,6,"England"
"E01008088",11502,4,"England"
"E01008089",5555,2,"England"
"E01008090",1309,1,"England"
"E01008091",12790,4,"England"
"E01008092",697,1,"England"
"E01008093",9408,3,"England"
"E01008094",2117,1,"England"
"E01008095",9373,3,"England"
"E01008096",3726,2,"England"
"E01008097",2124,1,"England"
"E01008098",1914,1,"England"
"E01008099",15759,5,"England"
"E01008100",1744,1,"England"
"E01008101",5809,2,"England"
"E01008102",354,1,"England"
"E01008103",256,1,"England"
"E01008104",17620,6,"England"
"E01008105",16411,5,"England"
"E01008107",3812,2,"England"
"E01008108",9913,3,"England"
"E01008109",12056,4,"England"
"E01008111",17651,6,"England"
"E01008112",4156,2,"England"
"E01008113",10297,4,"England"
"E01008114",6562,2,"England"
"E01008115",12660,4,"England"
"E01008116",1127,1,"England"
"E01008117",4918,2,"England"
"E01008118",1828,1,"England"
"E01008119",2905,1,"England"
"E01008122",1916,1,"England"
"E01008123",2035,1,"England"
"E01008124",268,1,"England"
"E01008125",6219,2,"England"
"E01008126",29632,9,"England"
"E01008128",21708,7,"England"
"E01008129",24087,8,"England"
"E01008130",25731,8,"England"
"E01008131",27569,9,"England"
"E01008132",31771,10,"England"
"E01008133",22557,7,"England"
"E01008134",18817,6,"England"
"E01008135",21289,7,"England"
"E01008136",10319,4,"England"
"E01008137",31678,10,"England"
"E01008138",5460,2,"England"
"E01008139",15462,5,"England"
"E01008140",17750,6,"England"
"E01008141",25184,8,"England"
"E01008142",11584,4,"England"
"E01008143",14320,5,"England"
"E01008144",19785,6,"England"
"E01008145",5450,2,"England"
"E01008146",31973,10,"England"
"E01008147",24785,8,"England"
"E01008148",9413,3,"England"
"E01008149",25657,8,"England"
"E01008150",14478,5,"England"
"E01008151",19392,6,"England"
"E01008152",17884,6,"England"
"E01008153",19942,6,"England"
"E01008154",21249,7,"England"
"E01008155",15342,5,"England"
"E01008156",31967,10,"England"
"E01008157",2921,1,"England"
"E01008158",7264,3,"England"
"E01008159",29453,9,"England"
"E01008160",19301,6,"England"
"E01008161",13770,5,"England"
"E01008162",11691,4,"England"
"E01008163",3513,2,"England"
"E01008164",2237,1,"England"
"E01008165",2672,1,"England"
"E01008166",7688,3,"England"
"E01008167",3746,2,"England"
"E01008170",1862,1,"England"
"E01008172",14314,5,"England"
"E01008173",3876,2,"England"
"E01008174",12161,4,"England"
"E01008175",5948,2,"England"
"E01008176",21877,7,"England"
"E01008177",17895,6,"England"
"E01008178",15835,5,"England"
"E01008179",16480,5,"England"
"E01008180",2251,1,"England"
"E01008181",21429,7,"England"
"E01008182",7292,3,"England"
"E01008183",7923,3,"England"
"E01008184",25795,8,"England"
"E01008185",3504,2,"England"
"E01008186",2066,1,"England"
"E01008188",20265,7,"England"
"E01008189",1375,1,"England"
"E01008190",21335,7,"England"
"E01008191",3011,1,"England"
"E01008192",6541,2,"England"
"E01008193",28285,9,"England"
"E01008194",27697,9,"England"
"E01008195",14173,5,"England"
"E01008196",14895,5,"England"
"E01008197",22948,7,"England"
"E01008198",11955,4,"England"
"E01008199",19526,6,"England"
"E01008200",26548,8,"England"
"E01008201",1035,1,"England"
"E01008202",6839,3,"England"
"E01008203",1704,1,"England"
"E01008204",1230,1,"England"
"E01008205",27433,9,"England"
"E01008206",14922,5,"England"
"E01008207",27972,9,"England"
"E01008208",9194,3,"England"
"E01008209",10227,4,"England"
"E01008210",5497,2,"England"
"E01008211",12357,4,"England"
"E01008212",894,1,"England"
"E01008213",11810,4,"England"
"E01008214",644,1,"England"
"E01008215",1986,1,"England"
"E01008216",2797,1,"England"
"E01008217",7203,3,"England"
"E01008218",1487,1,"England"
"E01008219",12249,4,"England"
"E01008220",253,1,"England"
"E01008221",4561,2,"England"
"E01008222",9907,3,"England"
"E01008223",1641,1,"England"
"E01008224",24742,8,"England"
"E01008225",11688,4,"England"
"E01008226",11685,4,"England"
"E01008227",353,1,"England"
"E01008228",4304,2,"England"
"E01008229",12390,4,"England"
"E01008230",11894,4,"England"
"E01008231",4083,2,"England"
"E01008232",4435,2,"England"
"E01008233",23410,7,"England"
"E01008234",25092,8,"England"
"E01008235",28674,9,"England"
"E01008236",15077,5,"England"
"E01008237",31191,10,"England"
"E01008238",24504,8,"England"
"E01008239",26197,8,"England"
"E01008240",12859,4,"England"
"E01008241",10485,4,"England"
"E01008242",7616,3,"England"
"E01008243",21183,7,"England"
"E01008244",9248,3,"England"
"E01008245",23557,7,"England"
"E01008246",13363,4,"England"
"E01008247",10262,4,"England"
"E01008248",31478,10,"England"
"E01008249",22885,7,"England"
"E01008250",15073,5,"England"
"E01008251",6201,2,"England"
"E01008252",2572,1,"England"
"E01008253",3178,1,"England"
"E01008254",4953,2,"England"
"E01008255",16408,5,"England"
"E01008256",16386,5,"England"
"E01008257",2118,1,"England"
"E01008258",8953,3,"England"
"E01008259",3972,2,"England"
"E01008260",31092,10,"England"
"E01008261",4120,2,"England"
"E01008262",6750,2,"England"
"E01008263",4399,2,"England"
"E01008264",33189,10,"England"
"E01008265",13740,5,"England"
"E01008266",29602,9,"England"
"E01008267",17319,6,"England"
"E01008268",22022,7,"England"
"E01008269",32771,10,"England"
"E01008270",32189,10,"England"
"E01008271",32452,10,"England"
"E01008272",29824,9,"England"
"E01008273",18841,6,"England"
"E01008274",7777,3,"England"
"E01008275",33233,10,"England"
"E01008276",12174,4,"England"
"E01008277",11353,4,"England"
"E01008278",28883,9,"England"
"E01008279",22344,7,"England"
"E01008280",3517,2,"England"
"E01008281",5858,2,"England"
"E01008282",3767,2,"England"
"E01008283",27503,9,"England"
"E01008284",13630,5,"England"
"E01008285",1459,1,"England"
"E01008286",9845,3,"England"
"E01008287",26969,8,"England"
"E01008288",7987,3,"England"
"E01008289",1408,1,"England"
"E01008290",5521,2,"England"
"E01008291",53,1,"England"
"E01008292",25558,8,"England"
"E01008293",16854,5,"England"
"E01008294",25097,8,"England"
"E01008295",1870,1,"England"
"E01008296",5647,2,"England"
"E01008297",2327,1,"England"
"E01008298",12320,4,"England"
"E01008299",2651,1,"England"
"E01008300",6024,2,"England"
"E01008301",3878,2,"England"
"E01008302",747,1,"England"
"E01008303",689,1,"England"
"E01008305",470,1,"England"
"E01008306",17421,6,"England"
"E01008307",10402,4,"England"
"E01008309",33708,10,"England"
"E01008311",30424,10,"England"
"E01008312",24859,8,"England"
"E01008313",20307,7,"England"
"E01008314",22925,7,"England"
"E01008315",21137,7,"England"
"E01008316",30332,9,"England"
"E01008317",32783,10,"England"
"E01008318",6432,2,"England"
"E01008319",33608,10,"England"
"E01008320",25493,8,"England"
"E01008321",33172,10,"England"
"E01008322",30670,10,"England"
"E01008323",29634,9,"England"
"E01008324",2839,1,"England"
"E01008325",2429,1,"England"
"E01008326",23857,8,"England"
"E01008327",1314,1,"England"
"E01008328",29934,9,"England"
"E01008329",11288,4,"England"
"E01008330",3410,2,"England"
"E01008331",868,1,"England"
"E01008333",1667,1,"England"
"E01008334",2694,1,"England"
"E01008335",2867,1,"England"
"E01008336",4852,2,"England"
"E01008337",2982,1,"England"
"E01008338",6776,3,"England"
"E01008339",5654,2,"England"
"E01008340",1323,1,"England"
"E01008341",6593,2,"England"
"E01008342",19446,6,"England"
"E01008343",17462,6,"England"
"E01008344",8160,3,"England"
"E01008345",1946,1,"England"
"E01008346",8297,3,"England"
"E01008347",15471,5,"England"
"E01008348",3186,1,"England"
"E01008349",6095,2,"England"
"E01008350",10240,4,"England"
"E01008351",27594,9,"England"
"E01008352",16016,5,"England"
"E01008353",13490,4,"England"
"E01008354",15053,5,"England"
"E01008355",29868,9,"England"
"E01008356",14004,5,"England"
"E01008357",33062,10,"England"
"E01008358",28067,9,"England"
"E01008359",13549,5,"England"
"E01008360",23539,7,"England"
"E01008361",12198,4,"England"
"E01008362",9449,3,"England"
"E01008363",26114,8,"England"
"E01008364",19688,6,"England"
"E01008365",27350,9,"England"
"E01008366",31388,10,"England"
"E01008367",25335,8,"England"
"E01008368",27211,9,"England"
"E01008369",25156,8,"England"
"E01008370",27226,9,"England"
"E01008371",33275,10,"England"
"E01008372",22773,7,"England"
"E01008373",25606,8,"England"
"E01008374",20838,7,"England"
"E01008375",5404,2,"England"
"E01008376",32231,10,"England"
"E01008377",4626,2,"England"
"E01008378",32619,10,"England"
"E01008379",9458,3,"England"
"E01008380",376,1,"England"
"E01008381",24356,8,"England"
"E01008382",1185,1,"England"
"E01008383",4450,2,"England"
"E01008384",13289,4,"England"
"E01008385",3123,1,"England"
"E01008386",16983,6,"England"
"E01008387",20536,7,"England"
"E01008388",636,1,"England"
"E01008389",1160,1,"England"
"E01008390",606,1,"England"
"E01008391",965,1,"England"
"E01008392",3506,2,"England"
"E01008396",3114,1,"England"
"E01008397",10328,4,"England"
"E01008398",1081,1,"England"
"E01008399",2201,1,"England"
"E01008400",3444,2,"England"
"E01008401",5608,2,"England"
"E01008402",10247,4,"England"
"E01008403",22664,7,"England"
"E01008404",7959,3,"England"
"E01008405",8801,3,"England"
"E01008406",14152,5,"England"
"E01008407",18556,6,"England"
"E01008409",25457,8,"England"
"E01008410",16184,5,"England"
"E01008411",24291,8,"England"
"E01008412",21964,7,"England"
"E01008413",11612,4,"England"
"E01008415",4051,2,"England"
"E01008416",16642,5,"England"
"E01008418",32191,10,"England"
"E01008419",27671,9,"England"
"E01008420",30311,9,"England"
"E01008421",31871,10,"England"
"E01008422",30917,10,"England"
"E01008423",33184,10,"England"
"E01008424",24204,8,"England"
"E01008425",423,1,"England"
"E01008426",522,1,"England"
"E01008427",359,1,"England"
"E01008428",2281,1,"England"
"E01008429",716,1,"England"
